Employee_ID,Age,Gender,Education_Level,Industry,Job_Role,Years_Experience,AI_Adoption_Level,Automation_Risk,Upskilling_Required,Salary_Before_AI,Salary_After_AI,Job_Status,Work_Hours_Per_Week,Remote_Work,Job_Satisfaction,Productivity_Change_%
E1003,33,Male,PhD,Retail,Sales Associate,7,Low,High,No,54845,55704,Unchanged,51,No,4,-1.38
E1004,53,Other,Master,Finance,Auditor,30,Medium,Medium,No,57818,55067,Modified,43,No,3,32.48
E1005,54,Other,Bachelor,Marketing,Digital Marketer,29,Low,Medium,Yes,89025,88152,Modified,52,Yes,8,34.73
E1006,46,Female,Master,Manufacturing,Machine Operator,23,High,Medium,Yes,93644,113153,Modified,52,Yes,3,-2.03
E1007,37,Male,High School,Finance,Investment Analyst,13,Medium,Medium,No,56498,57716,Modified,40,No,7,15.76
E1008,39,Female,PhD,Finance,Auditor,16,Medium,Medium,Yes,60974,58120,Modified,40,Yes,7,-19.58
E1009,25,Male,Master,Healthcare,Technician,3,Medium,Medium,Yes,80227,94246,Modified,46,No,7,10.17
E1010,26,Male,Bachelor,Healthcare,Nurse,0,Low,Medium,No,39247,41607,Modified,52,No,6,11.3
E1011,50,Other,Master,Healthcare,Technician,26,High,Low,No,116489,119632,Unchanged,36,No,8,-14.7
E1012,24,Other,High School,Retail,Cashier,0,Low,Medium,No,74722,72852,Modified,43,No,4,39.17
E1013,52,Other,Bachelor,IT,DevOps Engineer,27,Medium,Medium,Yes,58718,69206,Modified,48,Yes,7,9.8
E1014,31,Other,High School,Healthcare,Nurse,7,High,Low,Yes,72968,91334,Unchanged,40,Yes,8,10.0
E1015,24,Male,Bachelor,Manufacturing,Quality Inspector,0,Low,High,Yes,72498,74033,Unchanged,40,Yes,5,28.96
E1016,33,Female,High School,Retail,Sales Associate,11,High,Low,No,105235,122344,Unchanged,52,Yes,7,17.8
E1017,57,Other,Bachelor,Manufacturing,Machine Operator,32,Medium,High,No,68445,74818,Unchanged,52,Yes,5,-3.37
E1018,51,Other,High School,IT,Data Analyst,28,Low,High,No,51304,56119,Unchanged,42,Yes,3,-8.46
E1019,40,Other,Bachelor,Finance,Auditor,14,High,Low,Yes,36862,29912,Unchanged,42,Yes,4,21.39
E1020,48,Male,Bachelor,Retail,Cashier,24,Medium,High,Yes,72879,69955,Unchanged,43,Yes,3,25.03
E1021,40,Female,Bachelor,IT,Data Analyst,14,Medium,Medium,No,77058,75575,Modified,41,Yes,4,38.94
E1022,53,Other,PhD,Manufacturing,Machine Operator,28,Low,High,No,51575,50827,Unchanged,39,No,3,17.68
E1023,47,Female,Bachelor,Retail,Store Manager,21,High,High,Yes,65790,86856,Modified,35,No,5,20.16
E1024,39,Male,PhD,Marketing,SEO Specialist,16,Medium,Medium,No,42404,46137,Modified,41,Yes,3,1.52
E1025,47,Male,Master,Healthcare,Nurse,25,Low,High,No,91313,99304,Unchanged,40,No,4,28.05
E1026,45,Male,Master,Finance,Investment Analyst,22,Low,Medium,No,35544,36391,Modified,40,Yes,8,-8.46
E1027,43,Male,High School,Healthcare,Technician,20,Low,High,Yes,50390,54936,Unchanged,53,No,9,18.23
E1028,28,Other,High School,IT,Data Analyst,5,Medium,High,No,46984,51066,Unchanged,43,No,9,6.81
E1029,23,Other,High School,Manufacturing,Quality Inspector,1,Medium,Medium,Yes,75836,89492,Modified,37,Yes,8,35.96
E1030,24,Male,Bachelor,Manufacturing,Quality Inspector,1,Medium,Medium,No,106407,123064,Modified,51,No,5,1.53
E1031,24,Female,Master,Marketing,Content Creator,1,Low,High,No,100246,99841,Unchanged,37,No,5,37.73
E1032,51,Other,Master,IT,DevOps Engineer,26,Low,Medium,Yes,50608,53189,Modified,52,Yes,6,16.87
E1033,34,Male,PhD,IT,Data Analyst,12,High,High,No,84401,68770,Modified,37,Yes,8,4.41
E1034,57,Female,Master,Marketing,Digital Marketer,33,Low,Medium,No,39718,42501,Modified,50,Yes,8,30.74
E1035,36,Other,Master,IT,Data Analyst,11,Medium,Medium,Yes,75406,73166,Modified,44,Yes,3,-18.82
E1036,53,Male,PhD,Manufacturing,Quality Inspector,29,Low,Low,Yes,55345,54809,Unchanged,53,Yes,4,39.88
E1037,50,Other,High School,IT,Data Analyst,26,High,Medium,Yes,88701,110451,Modified,37,No,8,-18.11
E1038,47,Other,Bachelor,Marketing,SEO Specialist,24,Low,Low,No,80568,84077,Unchanged,35,Yes,7,-11.96
E1039,48,Female,PhD,Marketing,Content Creator,25,High,Medium,No,116394,121501,Modified,38,No,6,26.31
E1040,38,Female,Bachelor,Education,Professor,14,Low,Low,Yes,92119,92231,Unchanged,41,No,6,-7.06
E1041,23,Other,High School,Manufacturing,Supervisor,0,Low,High,No,113028,123521,Unchanged,51,Yes,4,-17.01
E1042,45,Male,Bachelor,Marketing,SEO Specialist,23,High,High,No,85718,101754,Replaced,45,Yes,9,-18.98
E1043,23,Female,High School,Retail,Store Manager,1,Medium,High,No,98322,89950,Unchanged,39,No,6,15.96
E1044,42,Male,High School,Marketing,Content Creator,16,Medium,Medium,Yes,53806,61631,Modified,36,No,3,20.04
E1045,53,Other,PhD,Finance,Auditor,30,Low,Medium,Yes,30453,30407,Modified,35,Yes,5,29.15
E1046,26,Male,PhD,Manufacturing,Supervisor,0,Medium,Low,No,107707,116574,Unchanged,37,No,6,-14.97
E1047,51,Female,Bachelor,Education,Professor,25,High,Medium,No,32017,37655,Modified,49,Yes,8,-4.81
E1048,24,Other,Bachelor,Education,Professor,0,Medium,Medium,No,49252,58133,Modified,42,Yes,8,-7.61
E1049,54,Female,High School,Education,Teacher,31,Low,Low,Yes,95747,98804,Unchanged,46,No,7,-14.63
E1050,46,Male,High School,IT,Data Analyst,21,High,Medium,No,118534,102022,Modified,52,Yes,9,17.39
E1051,57,Male,Master,IT,DevOps Engineer,35,Medium,High,Yes,77934,76550,Unchanged,44,Yes,4,-0.8
E1052,39,Male,PhD,IT,Data Analyst,14,High,Medium,Yes,65929,54503,Modified,37,Yes,4,-2.65
E1053,39,Female,Bachelor,Manufacturing,Quality Inspector,13,High,High,No,107462,140979,Modified,35,No,3,14.88
E1054,42,Other,High School,Marketing,SEO Specialist,20,Medium,Low,Yes,57626,68291,Unchanged,54,Yes,8,12.14
E1055,40,Other,Master,Finance,Accountant,14,Medium,Medium,No,37526,37611,Modified,48,No,3,28.33
E1056,39,Female,PhD,Education,Professor,17,Medium,Low,No,104656,123531,Unchanged,53,No,5,23.56
E1057,27,Other,Bachelor,IT,DevOps Engineer,3,High,High,Yes,119719,130719,Modified,38,Yes,4,0.04
E1058,31,Other,High School,Healthcare,Technician,5,Medium,Low,Yes,45882,45493,Unchanged,51,No,9,-9.87
E1059,37,Female,Master,Manufacturing,Quality Inspector,13,Low,High,No,76073,75582,Unchanged,37,No,3,-15.08
E1060,42,Other,PhD,IT,Software Engineer,19,High,Medium,No,53535,51122,Modified,54,Yes,3,-5.39
E1061,23,Female,PhD,Finance,Accountant,1,Low,High,Yes,58251,61140,Unchanged,54,Yes,8,-5.75
E1062,54,Female,Master,Manufacturing,Quality Inspector,32,Medium,Medium,No,40702,42280,Modified,41,No,8,29.1
E1063,52,Other,PhD,IT,Data Analyst,28,Medium,Medium,No,114585,112322,Modified,38,No,4,11.15
E1064,45,Other,High School,IT,Software Engineer,19,Medium,Medium,Yes,110373,123664,Modified,54,Yes,4,-0.71
E1065,39,Male,Bachelor,Manufacturing,Quality Inspector,13,Medium,Low,Yes,56393,59103,Unchanged,42,Yes,6,7.21
E1066,43,Other,Bachelor,Marketing,Digital Marketer,19,Medium,Medium,Yes,82066,83298,Modified,51,No,9,30.23
E1067,57,Male,Master,Healthcare,Doctor,33,Medium,Low,Yes,112315,120900,Unchanged,39,No,9,20.02
E1068,50,Other,High School,Marketing,Digital Marketer,27,Medium,High,No,115610,106736,Unchanged,49,Yes,6,-18.92
E1069,25,Female,High School,IT,Software Engineer,2,High,High,No,82389,97420,Replaced,45,Yes,6,28.11
E1070,23,Female,PhD,Marketing,Digital Marketer,0,Low,High,No,105164,101767,Unchanged,52,Yes,8,25.39
E1071,31,Male,High School,Education,Professor,7,Medium,High,No,104632,123869,Unchanged,46,No,5,14.79
E1072,35,Other,High School,IT,Software Engineer,10,High,Low,No,71034,58211,Unchanged,45,No,9,24.6
E1073,40,Male,High School,Marketing,Digital Marketer,14,High,Low,Yes,33771,45722,Unchanged,47,No,7,-19.05
E1074,25,Male,High School,Education,Professor,0,Low,Low,No,62376,68487,Unchanged,52,Yes,3,-16.64
E1075,29,Other,PhD,Retail,Cashier,5,Low,High,No,81952,78524,Unchanged,36,No,8,30.19
E1076,43,Male,Bachelor,Education,Administrator,19,High,Medium,No,59283,67760,Modified,49,No,9,-0.1
E1077,50,Other,PhD,Retail,Cashier,28,Medium,Medium,No,48653,57947,Modified,51,No,8,-18.68
E1078,27,Male,PhD,Healthcare,Doctor,3,Medium,High,No,68231,64184,Unchanged,39,No,8,-11.26
E1079,55,Female,Master,Marketing,SEO Specialist,31,Low,Low,Yes,33285,32398,Unchanged,46,No,6,-5.39
E1080,49,Female,PhD,Finance,Investment Analyst,24,High,Low,No,102390,106640,Unchanged,44,Yes,5,35.2
E1081,50,Male,PhD,Education,Teacher,27,Medium,High,Yes,83019,86763,Unchanged,42,Yes,4,-1.07
E1082,29,Other,High School,Finance,Investment Analyst,4,Medium,High,Yes,37642,44398,Unchanged,36,Yes,8,-13.71
E1083,29,Female,High School,Marketing,Digital Marketer,6,High,Medium,Yes,84712,107443,Modified,42,No,6,1.7
E1084,49,Male,High School,Healthcare,Doctor,23,Low,Low,Yes,45089,49299,Unchanged,46,Yes,3,-15.78
E1085,28,Male,Master,Marketing,SEO Specialist,3,Medium,Low,No,43163,41106,Unchanged,54,No,5,2.72
E1086,32,Other,Master,Retail,Sales Associate,8,High,Medium,No,62214,83141,Modified,48,No,4,35.19
E1087,40,Female,High School,Marketing,Digital Marketer,17,Low,Medium,Yes,98104,104337,Modified,50,Yes,7,16.4
E1088,46,Male,High School,Manufacturing,Quality Inspector,21,Medium,Medium,No,95131,101509,Modified,49,No,5,33.51
E1089,31,Other,Bachelor,Retail,Store Manager,6,Low,High,Yes,78114,74644,Unchanged,49,Yes,8,35.06
E1090,54,Male,PhD,IT,Data Analyst,31,Medium,Medium,Yes,52301,55224,Modified,52,Yes,5,-8.57
E1091,23,Female,PhD,Healthcare,Doctor,0,Medium,Medium,Yes,58469,67769,Modified,46,No,7,0.46
E1092,51,Other,Master,Manufacturing,Supervisor,28,High,Low,Yes,87089,93329,Unchanged,46,No,9,30.13
E1093,29,Female,Master,IT,Software Engineer,3,High,Medium,Yes,111653,113745,Modified,46,Yes,9,30.62
E1094,40,Male,Master,Manufacturing,Quality Inspector,16,High,Medium,No,52784,64827,Modified,42,Yes,7,-7.55
E1095,38,Other,Bachelor,Education,Teacher,16,Low,Medium,No,54161,53914,Modified,52,Yes,9,24.68
E1096,36,Other,High School,Finance,Auditor,10,High,Medium,No,76389,100899,Modified,48,Yes,4,32.88
E1097,43,Male,Master,Education,Teacher,19,Low,High,Yes,89055,90515,Unchanged,51,No,8,9.12
E1098,59,Other,PhD,Manufacturing,Supervisor,33,High,Low,Yes,31242,25246,Unchanged,49,No,6,1.77
E1099,38,Female,High School,Finance,Auditor,16,Medium,High,Yes,81507,91167,Unchanged,35,Yes,6,-1.01
E1100,50,Other,PhD,Finance,Investment Analyst,24,Medium,Low,Yes,63172,62816,Unchanged,40,Yes,5,-14.94
E1101,34,Male,PhD,IT,DevOps Engineer,12,High,Low,Yes,39491,40109,Unchanged,44,Yes,3,-15.11
E1102,24,Male,Bachelor,Healthcare,Nurse,0,High,Low,Yes,65851,87113,Unchanged,45,Yes,8,-5.75
E1103,57,Other,Bachelor,Finance,Auditor,31,Medium,Medium,Yes,58365,65568,Modified,38,Yes,7,-9.91
E1104,51,Other,Master,Marketing,SEO Specialist,26,Low,Medium,No,49276,51779,Modified,38,No,6,18.13
E1105,37,Male,Bachelor,Education,Administrator,11,Medium,Low,Yes,111335,120116,Unchanged,41,Yes,6,22.58
E1106,28,Other,High School,Retail,Cashier,4,Medium,Medium,Yes,100198,113500,Modified,42,No,3,6.81
E1107,55,Female,PhD,Manufacturing,Quality Inspector,29,High,Medium,Yes,60028,72283,Modified,46,No,3,-16.11
E1108,23,Male,Bachelor,Education,Teacher,0,Medium,High,No,104353,112142,Unchanged,42,No,9,1.41
E1109,54,Female,Bachelor,Marketing,Content Creator,29,Low,Low,No,76761,80568,Unchanged,42,No,8,0.3
E1110,48,Male,Bachelor,Healthcare,Nurse,26,High,High,Yes,113276,139427,Replaced,39,No,4,14.89
E1111,26,Male,Master,Finance,Investment Analyst,0,High,High,No,98906,80776,Replaced,41,No,9,-5.2
E1112,59,Other,High School,Retail,Store Manager,35,Medium,Medium,No,75117,84340,Modified,52,Yes,8,-3.21
E1113,29,Female,Bachelor,Healthcare,Nurse,7,High,Medium,Yes,47459,59328,Modified,44,No,6,21.6
E1114,48,Other,High School,Retail,Sales Associate,23,Medium,High,No,101017,104260,Unchanged,52,No,6,12.93
E1115,37,Male,High School,Finance,Accountant,15,Medium,Medium,No,111426,117756,Modified,40,No,7,-18.58
E1116,50,Other,Master,Healthcare,Doctor,28,High,Low,Yes,115435,151675,Unchanged,43,No,9,3.76
E1117,33,Male,Master,Retail,Cashier,11,Low,Medium,Yes,38593,41279,Modified,46,Yes,5,-3.83
E1118,56,Male,Master,Retail,Cashier,33,Low,High,No,56853,59014,Unchanged,39,Yes,4,-13.83
E1119,37,Other,PhD,Education,Teacher,15,High,Low,No,60815,66637,Unchanged,45,Yes,4,-9.15
E1120,33,Female,High School,Healthcare,Nurse,7,Medium,Low,Yes,63349,67697,Unchanged,43,Yes,4,13.16
E1121,50,Male,High School,IT,DevOps Engineer,26,Low,Medium,Yes,98371,93931,Modified,52,Yes,4,15.72
E1122,32,Other,Bachelor,Manufacturing,Quality Inspector,10,High,High,No,42062,40922,Modified,52,Yes,9,16.24
E1123,44,Other,PhD,Manufacturing,Supervisor,22,Low,Low,No,40940,41384,Unchanged,36,No,3,-17.54
E1124,51,Other,PhD,Retail,Store Manager,29,High,High,Yes,104554,100458,Modified,52,Yes,7,28.69
E1125,48,Other,PhD,Healthcare,Doctor,24,High,Low,Yes,91245,124131,Unchanged,44,Yes,5,25.98
E1126,59,Female,PhD,Education,Professor,35,High,Medium,No,50968,62607,Modified,39,No,3,35.48
E1127,33,Male,High School,Education,Teacher,7,Low,High,No,116338,118940,Unchanged,53,No,9,17.35
E1128,27,Other,Bachelor,Healthcare,Nurse,4,Medium,Medium,No,32739,33232,Modified,51,No,3,5.46
E1129,33,Other,PhD,Education,Professor,7,Medium,Low,No,57785,64245,Unchanged,51,Yes,6,-5.71
E1130,42,Female,PhD,Retail,Sales Associate,16,High,High,No,105379,107813,Modified,44,Yes,3,-18.45
E1131,50,Other,Master,Finance,Accountant,28,Low,Medium,Yes,112886,115275,Modified,46,Yes,5,-19.4
E1132,25,Other,Bachelor,IT,Data Analyst,0,High,Medium,Yes,98827,133325,Modified,44,Yes,7,31.27
E1133,45,Male,Bachelor,Marketing,SEO Specialist,23,Low,High,No,35409,37882,Unchanged,47,No,9,10.51
E1134,23,Female,Master,IT,Software Engineer,1,Medium,High,No,56145,54331,Unchanged,36,No,7,-7.29
E1135,37,Male,High School,Healthcare,Doctor,11,High,High,No,53332,74618,Replaced,53,No,9,-18.51
E1136,59,Female,Master,Healthcare,Nurse,33,Medium,Medium,Yes,36372,38786,Modified,40,Yes,7,34.1
E1137,47,Female,High School,Manufacturing,Machine Operator,25,High,High,Yes,99586,119661,Modified,41,Yes,4,33.3
E1138,40,Other,Master,Healthcare,Doctor,15,High,Medium,Yes,47733,61240,Modified,41,Yes,3,38.04
E1139,46,Other,Master,Finance,Investment Analyst,24,Medium,Low,Yes,71152,74769,Unchanged,45,Yes,3,-11.33
E1140,22,Other,High School,Education,Teacher,0,Medium,High,No,73876,79468,Unchanged,52,Yes,3,-19.49
E1141,35,Other,High School,Finance,Accountant,11,Medium,Low,Yes,93888,85990,Unchanged,39,Yes,4,25.3
E1142,38,Male,High School,Marketing,SEO Specialist,12,Low,Low,Yes,53704,54268,Unchanged,38,Yes,6,20.59
E1143,27,Female,PhD,Healthcare,Nurse,2,High,Medium,Yes,117700,133715,Modified,41,Yes,6,3.19
E1144,54,Other,PhD,Education,Teacher,29,Medium,Medium,No,77952,71978,Modified,50,Yes,6,22.41
E1145,50,Female,PhD,Education,Professor,25,Medium,Low,Yes,96055,102843,Unchanged,35,No,4,32.9
E1146,36,Male,Master,Finance,Investment Analyst,11,Low,Low,Yes,115193,120995,Unchanged,47,No,3,4.62
E1147,26,Other,Master,Retail,Store Manager,3,Medium,Low,No,71548,81361,Unchanged,37,No,9,7.24
E1148,51,Male,High School,IT,Data Analyst,27,Medium,High,Yes,60255,70662,Unchanged,46,Yes,7,-18.25
E1149,38,Other,Master,IT,Software Engineer,16,Medium,Low,Yes,33412,36048,Unchanged,45,Yes,3,1.96
E1150,55,Other,High School,IT,Data Analyst,32,Medium,Medium,No,31353,29431,Modified,46,Yes,5,12.21
E1151,44,Male,PhD,IT,DevOps Engineer,20,High,Medium,No,56872,53953,Modified,40,No,4,-17.82
E1152,43,Other,PhD,Finance,Auditor,21,Low,Medium,No,45438,46585,Modified,50,Yes,8,23.53
E1153,27,Other,High School,Retail,Store Manager,3,High,Low,No,115184,148704,Unchanged,46,No,8,-9.7
E1154,32,Other,High School,Healthcare,Doctor,7,Low,High,Yes,65825,69440,Unchanged,54,No,9,4.72
E1155,54,Other,PhD,Retail,Sales Associate,28,Low,Medium,No,90561,98908,Modified,43,Yes,9,-15.84
E1156,31,Other,High School,Manufacturing,Quality Inspector,6,Low,Medium,Yes,65201,69338,Modified,40,Yes,5,27.65
E1157,32,Male,Master,Healthcare,Technician,6,Low,High,No,59299,62777,Unchanged,52,Yes,4,-8.63
E1158,28,Other,PhD,Education,Administrator,5,Medium,Medium,Yes,42881,42717,Modified,42,No,6,-9.3
E1159,55,Other,Bachelor,Marketing,Digital Marketer,31,Low,Medium,No,37833,36791,Modified,39,No,5,-16.07
E1160,22,Other,High School,IT,DevOps Engineer,0,High,Medium,Yes,116784,150069,Modified,38,Yes,9,3.28
E1161,33,Female,Master,Healthcare,Doctor,8,Medium,High,No,41345,47042,Unchanged,48,Yes,6,-3.25
E1162,26,Female,High School,Finance,Auditor,2,High,High,Yes,65771,57814,Modified,47,Yes,8,31.52
E1163,47,Female,PhD,IT,Data Analyst,24,High,High,No,79573,94951,Modified,53,Yes,5,-6.01
E1164,50,Male,PhD,Marketing,Digital Marketer,24,High,Low,Yes,34944,28293,Unchanged,45,Yes,5,2.36
E1165,31,Male,Bachelor,Marketing,SEO Specialist,7,High,High,No,61629,64658,Modified,44,Yes,4,-2.99
E1166,22,Other,High School,Finance,Investment Analyst,0,Medium,High,Yes,118697,120447,Unchanged,41,Yes,9,-1.73
E1167,48,Male,PhD,IT,DevOps Engineer,26,Low,Medium,Yes,45893,46760,Modified,43,Yes,6,29.08
E1168,40,Other,PhD,Retail,Store Manager,15,High,High,Yes,91607,91931,Modified,52,Yes,6,9.89
E1169,30,Female,PhD,Retail,Store Manager,6,Low,Low,Yes,45407,46118,Unchanged,39,No,3,-6.16
E1170,58,Other,PhD,Finance,Investment Analyst,34,Low,High,Yes,56613,57414,Unchanged,42,Yes,7,15.76
E1171,54,Other,PhD,Retail,Sales Associate,31,High,Medium,Yes,75853,82259,Modified,45,No,3,-19.75
E1172,31,Female,Bachelor,Education,Administrator,6,Medium,Low,Yes,107400,102391,Unchanged,36,Yes,3,33.31
E1173,40,Female,Master,Finance,Accountant,18,High,Low,Yes,86866,114411,Unchanged,35,No,4,8.63
E1174,42,Other,High School,IT,Software Engineer,20,Low,High,Yes,67563,71761,Unchanged,39,No,3,39.99
E1175,43,Other,High School,IT,Software Engineer,21,Medium,High,Yes,57862,53576,Unchanged,43,No,8,-19.91
E1176,55,Other,Master,Marketing,Content Creator,33,High,Medium,Yes,81259,68087,Modified,40,No,7,15.89
E1177,52,Other,PhD,Education,Teacher,29,High,Medium,No,80617,111658,Modified,49,No,4,-6.06
E1178,57,Other,Bachelor,Marketing,Content Creator,31,High,Medium,Yes,93171,110096,Modified,50,No,5,-10.12
E1179,59,Female,Master,Finance,Investment Analyst,36,Medium,Low,No,63892,66193,Unchanged,44,No,9,39.36
E1180,39,Female,Master,IT,Software Engineer,17,Low,Low,Yes,91716,94052,Unchanged,54,No,4,-1.04
E1181,44,Female,High School,Healthcare,Nurse,22,Low,Medium,Yes,69291,74784,Modified,41,No,7,13.86
E1182,31,Female,PhD,Finance,Accountant,6,Medium,High,No,76144,70963,Unchanged,49,No,3,21.3
E1183,49,Female,High School,Marketing,Digital Marketer,23,Medium,High,Yes,111552,118027,Unchanged,45,Yes,6,-16.57
E1184,53,Female,Master,Retail,Store Manager,29,Low,Medium,No,85612,86895,Modified,49,No,3,27.98
E1185,31,Other,Bachelor,Finance,Investment Analyst,5,Medium,Medium,No,36458,34777,Modified,51,No,5,-14.01
E1186,41,Other,PhD,IT,Software Engineer,19,Medium,Low,No,102833,96587,Unchanged,37,No,3,-5.87
E1187,43,Male,PhD,Education,Professor,18,Low,Low,Yes,30801,33766,Unchanged,40,Yes,4,37.95
E1188,23,Other,Master,Education,Professor,0,Medium,Low,No,55705,52213,Unchanged,42,Yes,4,37.73
E1189,34,Male,Bachelor,IT,DevOps Engineer,8,Low,High,Yes,86235,93804,Unchanged,52,No,5,34.25
E1190,59,Male,High School,Manufacturing,Quality Inspector,35,Medium,Low,Yes,55738,52829,Unchanged,52,No,3,38.08
E1191,31,Other,Master,Finance,Accountant,8,Low,Medium,No,117193,120376,Modified,44,No,9,-0.14
E1192,25,Other,Master,Education,Professor,0,High,High,No,81644,84971,Modified,49,Yes,9,31.3
E1193,38,Other,Master,IT,Data Analyst,14,Medium,Low,Yes,73516,79451,Unchanged,45,Yes,8,-13.57
E1194,46,Female,Bachelor,Retail,Store Manager,22,Medium,Medium,No,68015,68769,Modified,53,No,9,-6.43
E1195,47,Other,Master,Retail,Cashier,24,High,High,No,79832,73475,Modified,36,No,4,22.91
E1196,37,Female,Bachelor,IT,DevOps Engineer,15,Medium,Low,Yes,38859,38050,Unchanged,36,Yes,5,5.65
E1197,23,Female,High School,Marketing,Content Creator,0,Medium,Medium,No,52948,59840,Modified,38,Yes,5,-7.65
E1198,31,Male,High School,IT,DevOps Engineer,7,Low,Medium,Yes,97853,95996,Modified,50,No,5,1.49
E1199,23,Male,High School,Retail,Sales Associate,0,Medium,High,Yes,78380,82550,Unchanged,54,Yes,9,8.62
E1200,35,Male,Master,Healthcare,Technician,12,High,Low,Yes,46304,61942,Unchanged,44,No,4,28.4
E1201,39,Male,Bachelor,Healthcare,Technician,17,High,Medium,No,74990,90613,Modified,42,Yes,9,31.53
E1202,24,Other,Bachelor,Marketing,SEO Specialist,0,Low,Medium,Yes,80411,77021,Modified,51,No,8,-6.14
E1203,30,Male,Master,Healthcare,Doctor,4,High,High,Yes,111867,155127,Modified,37,Yes,7,-7.97
E1204,32,Female,Master,IT,DevOps Engineer,7,High,High,Yes,36791,44274,Replaced,40,Yes,9,11.87
E1205,51,Male,PhD,Retail,Cashier,26,High,High,No,39967,36102,Replaced,38,Yes,5,31.03
E1206,34,Male,Bachelor,Manufacturing,Quality Inspector,8,Medium,Low,No,49971,54705,Unchanged,40,Yes,4,21.88
E1207,34,Other,PhD,IT,Software Engineer,9,Low,Medium,Yes,114793,111270,Modified,47,Yes,7,36.86
E1208,49,Male,Bachelor,Education,Administrator,23,High,High,Yes,65393,71851,Replaced,43,No,3,-1.4
E1209,35,Male,High School,IT,Data Analyst,9,Medium,Low,No,84639,77367,Unchanged,51,Yes,8,13.98
E1210,34,Female,PhD,Retail,Cashier,10,Medium,High,Yes,66142,59927,Unchanged,45,No,6,25.16
E1211,24,Male,PhD,IT,Data Analyst,0,Medium,Low,Yes,35387,41270,Unchanged,51,Yes,9,18.48
E1212,54,Male,PhD,Finance,Auditor,30,High,High,Yes,41595,49301,Modified,48,No,8,-2.11
E1213,54,Female,PhD,Healthcare,Technician,28,Medium,Low,No,65645,67240,Unchanged,44,No,8,-13.26
E1214,59,Female,Master,Healthcare,Nurse,37,Medium,High,No,92709,91573,Unchanged,54,Yes,8,-9.95
E1215,45,Male,Master,Education,Professor,23,Medium,Medium,No,76930,73717,Modified,42,No,3,12.2
E1216,30,Female,Bachelor,Education,Professor,7,High,High,Yes,77928,76519,Modified,42,Yes,8,5.77
E1217,36,Female,High School,Manufacturing,Quality Inspector,14,Low,Medium,No,114629,120828,Modified,38,No,4,-10.42
E1218,39,Male,Bachelor,IT,Data Analyst,15,Low,Low,No,70969,71099,Unchanged,45,No,3,17.29
E1219,26,Male,PhD,Marketing,Content Creator,2,High,High,Yes,59047,60587,Modified,39,No,9,12.01
E1220,33,Other,Bachelor,Marketing,Content Creator,8,Medium,Medium,Yes,60628,59121,Modified,41,Yes,4,28.35
E1221,23,Other,PhD,Finance,Accountant,0,Low,Low,No,89860,85857,Unchanged,53,No,6,34.15
E1222,38,Female,Bachelor,Marketing,Digital Marketer,13,Medium,Low,Yes,119792,118943,Unchanged,47,Yes,9,31.53
E1223,36,Female,PhD,Retail,Store Manager,12,Low,Low,Yes,45659,50117,Unchanged,38,Yes,5,3.01
E1224,31,Male,High School,IT,Software Engineer,6,Medium,Low,No,57624,59713,Unchanged,52,No,8,31.81
E1225,58,Female,Master,Healthcare,Nurse,33,High,High,Yes,54843,63315,Replaced,43,No,8,10.35
E1226,46,Other,High School,Healthcare,Nurse,22,High,Low,Yes,43663,35463,Unchanged,42,Yes,7,-7.69
E1227,26,Male,PhD,IT,Software Engineer,4,Medium,Medium,No,54722,57192,Modified,52,Yes,3,9.43
E1228,23,Other,PhD,Manufacturing,Supervisor,1,Low,High,Yes,94857,103073,Unchanged,49,No,6,36.6
E1229,37,Male,PhD,Healthcare,Doctor,11,Low,Medium,No,41415,42140,Modified,42,No,4,0.27
E1230,23,Female,Master,Manufacturing,Quality Inspector,0,Low,Low,Yes,32402,33317,Unchanged,38,No,8,-19.2
E1231,50,Other,PhD,Marketing,Digital Marketer,28,Low,High,No,104051,107806,Unchanged,51,Yes,4,18.24
E1232,38,Male,PhD,Manufacturing,Machine Operator,13,Medium,Low,Yes,79932,83549,Unchanged,47,No,5,18.89
E1233,43,Male,Bachelor,IT,Data Analyst,20,Medium,High,No,70232,84164,Unchanged,35,Yes,3,8.92
E1234,52,Female,PhD,Retail,Store Manager,27,Medium,Medium,Yes,93294,92923,Modified,49,No,8,30.3
E1235,27,Female,High School,Manufacturing,Quality Inspector,2,High,High,Yes,88420,123694,Replaced,54,Yes,9,39.77
E1236,52,Other,PhD,IT,Software Engineer,29,Low,Medium,No,62872,62036,Modified,41,No,6,32.89
E1237,51,Female,High School,Retail,Sales Associate,25,Medium,High,No,77734,72411,Unchanged,54,No,7,21.3
E1238,33,Male,Bachelor,Finance,Accountant,8,Low,Medium,Yes,113694,109131,Modified,47,Yes,7,21.55
E1239,43,Male,Bachelor,Finance,Auditor,19,High,Medium,Yes,116457,98925,Modified,51,No,3,25.94
E1240,39,Male,High School,Manufacturing,Quality Inspector,16,Medium,High,Yes,109431,120526,Unchanged,44,Yes,5,-10.27
E1241,30,Male,PhD,Healthcare,Doctor,8,High,High,Yes,37436,47339,Replaced,54,No,4,19.37
E1242,53,Other,High School,Education,Administrator,31,Medium,Medium,Yes,113106,123040,Modified,47,No,7,33.47
E1243,54,Female,PhD,Healthcare,Technician,29,High,Medium,Yes,117122,101003,Modified,36,No,9,37.74
